text,label
he said he would leak my private messages if i dont pay him,complaint
someone is threatening to post my private chats online if i dont give them money,complaint
a person threatened to post my private photos online if i don't pay,complaint
they said they would expose me if i dont pay them immediately,complaint
someone is demanding money threatening to leak my conversations,complaint
my ex threatens to leak my naked photos unless i pay them,complaint
a person is threatening to reveal my private information for money,complaint
My professor said Dalits are naturally inferior,complaint
A senior called me an untouchable as abuse,complaint
They do not let me sit with them because of my caste,complaint
I was denied admission because of my caste,complaint
A teacher made casteist jokes about my surname,complaint
Someone said I do not deserve to be in this college,complaint
A hostel roommate refused to touch things I used,complaint
My classmates avoid me because I am from a lower caste,complaint
A senior said people of my caste are servants,complaint
I was excluded from a group because of my caste,complaint
Someone called me by a casteist slur repeatedly,complaint
A professor gave me lower marks because of my caste,complaint
My colleagues refuse to eat with me due to caste,complaint
A person said my family is impure because of caste,complaint
Someone made degrading comments about my caste,complaint
I was told not to touch the water can because of my caste,complaint
A person said I am too dirty because of my caste,complaint
My roommate refuses to share utensils with me,complaint
A senior excluded me from activities due to my caste,complaint
Someone said casteist remarks about my occupation,complaint
My professor said Dalits are naturally inferior (This is happening to me regularly),complaint
A senior called me an untouchable as abuse (This is happening to me regularly),complaint
They do not let me sit with them because of my caste (This is happening to me regularly),complaint
I was denied admission because of my caste (This is happening to me regularly),complaint
A teacher made casteist jokes about my surname (This is happening to me regularly),complaint
Someone said I do not deserve to be in this college (This is happening to me regularly),complaint
A hostel roommate refused to touch things I used (This is happening to me regularly),complaint
My classmates avoid me because I am from a lower caste (This is happening to me regularly),complaint
A senior said people of my caste are servants (This is happening to me regularly),complaint
I was excluded from a group because of my caste (This is happening to me regularly),complaint
Someone called me by a casteist slur repeatedly (This is happening to me regularly),complaint
A professor gave me lower marks because of my caste (This is happening to me regularly),complaint
My colleagues refuse to eat with me due to caste (This is happening to me regularly),complaint
A person said my family is impure because of caste (This is happening to me regularly),complaint
Someone made degrading comments about my caste (This is happening to me regularly),complaint
I was told not to touch the water can because of my caste (This is happening to me regularly),complaint
A person said I am too dirty because of my caste (This is happening to me regularly),complaint
My roommate refuses to share utensils with me (This is happening to me regularly),complaint
A senior excluded me from activities due to my caste (This is happening to me regularly),complaint
Someone said casteist remarks about my occupation (This is happening to me regularly),complaint
I face discrimination because of my caste,complaint
People treat me differently due to my caste,complaint
I am discriminated against based on my caste,complaint
My caste determines how people treat me,complaint
I face casteist remarks and behavior,complaint
My classmates exclude me because of my caste,complaint
I am denied opportunities due to my caste,complaint
Someone made casteist comments to me,complaint
I face social discrimination for my caste,complaint
My caste background causes discrimination,complaint
People use my caste against me,complaint
I am isolated because of my caste,complaint
The hostel mess staff serves food separately to Dalit and backward class students,complaint
A professor asked for my caste category during my viva and gave me failing marks,complaint
My lab partner refused to work with me once they found out my surname,complaint
Seniors made derogatory comments about affirmative action and reservation students,complaint
I was denied a rental flat near campus as soon as the landlord asked my caste,complaint
Classmates formed a separate WhatsApp group specifically excluding SC/ST students,complaint
A faculty member made insulting remarks about lower caste students taking undeserved seats,complaint
They washed the bench after I sat on it because of caste prejudice,complaint
I was told that people from my community are not meant for research or academics,complaint
My supervisor refused to guide my thesis due to caste bias,complaint
Someone painted abusive caste slurs on my hostel room door,complaint
They constantly taunt me by calling me a quota student in front of everyone,complaint
The professor told the class that affirmative action students lack basic intelligence,complaint
Classmates refused to share project group work with me once they learned my caste,complaint
The hostel warden assigned inferior rooms specifically to reserved category students,complaint
A faculty member openly mocked students admitted under SC/ST quota during lectures,complaint
They made derogatory remarks claiming lower caste students take away merit seats,complaint
A senior used casteist slurs and told me to stay within my community limits,complaint
The department head deliberately marked down SC/ST students in viva examinations,complaint
Students from upper castes formed an exclusive group and boycotted Dalit students,complaint
Someone wrote abusive caste slurs on the hostel notice board targeting our community,complaint
A teacher made insulting remarks about affirmative action policies in the classroom,complaint
The hostel mess committee segregated dining utensils based on caste prejudice,complaint
They taunted me by calling me a reservation candidate who doesn't belong in college,complaint
A professor refused to guide my research project citing biased caste stereotypes,complaint
Classmates made offensive jokes about traditional caste occupations to humiliate me,complaint
I was excluded from college cultural events because of deep-seated caste bias,complaint
he bullied me online,complaint
they bullied me in instagram,complaint
someone bullied me in facebook,complaint
someone is bullying me in social media,complaint
my peer is bullying me through discord,complaint
Someone keeps sending me insulting messages online,complaint
People created a group to mock me on social media,complaint
My classmates spread rumours about me on WhatsApp,complaint
Someone posted an embarrassing photo of me online,complaint
They keep tagging me in humiliating posts,complaint
A peer keeps sending threatening DMs,complaint
My pictures were edited to shame me online,complaint
Students made a fake account to bully me,complaint
They shared my private messages publicly,complaint
People keep creating hateful comments about me,complaint
My friends keep excluding me from online groups,complaint
Someone posted a video to humiliate me at school,complaint
They encourage others to insult me in the comments,complaint
I keep receiving abusive memes about me,complaint
A group keeps mass-tagging me to shame me,complaint
Strangers on social media are insulting me repeatedly,complaint
Someone is spreading lies about me on social platforms,complaint
Multiple people keep making fun of me online,complaint
I was publicly humiliated in a viral post,complaint
My classmates created a group to bully me on WhatsApp,complaint
People are saying false things about me on WhatsApp groups,complaint
Someone is constantly cyberbullying me on Instagram,complaint
My peers send me mean messages every day,complaint
They posted embarrassing photos of me without permission,complaint
Multiple students gang up to insult me online,complaint
Someone made a fake profile to impersonate me and harass others,complaint
They edited my photos to make fun of me,complaint
My private conversation was screenshotted and shared publicly,complaint
A group keeps commenting mean things on all my posts,complaint
They create memes mocking me and tag me in them,complaint
Someone keeps asking others to unfollow and block me,complaint
My classmates spread false rumors about me on social media,complaint
They keep tagging me in posts to humiliate me publicly,complaint
I'm being bullied in group chats and called names,complaint
Someone hacked my account and posted inappropriate content,complaint
They recorded a video of me and uploaded it to mock me,complaint
My peers constantly tease me with mean comments online,complaint
People are sharing my secrets that I told them privately,complaint
They encourage others to bully me in the comments section,complaint
A senior keeps sending me degrading messages online,complaint
My classmates exclude me from all online group chats,complaint
Someone created a hate page dedicated to making fun of me,complaint
They put me in a chat group just to bully me,complaint
My photos are being used without consent to create mean content,complaint
People spread false accusations about me on social media,complaint
They send me abusive emojis and messages repeatedly,complaint
Someone is harassing me constantly on social media platforms,complaint
People spread hateful messages about me on online groups,complaint
They created multiple fake accounts to bully me online,complaint
A group of strangers are cyberbullying me continuously on messaging apps,complaint
Someone hacked my online account and is impersonating me,complaint
They posted intimate photos of me without consent online,complaint
My videos were shared on social media to humiliate me,complaint
Someone screenshot my private conversation and posted it publicly,complaint
They edited my photos and put them on the internet to mock me,complaint
A video of me was uploaded online to shame me in front of everyone,complaint
I'm receiving abusive messages on social platforms every hour,complaint
Someone is threatening me through online chat platforms,complaint
A group chat was created specifically to target and bully me online,complaint
They send me vulgar and threatening messages on messaging apps,complaint
People are mass-following and commenting mean things on all my online posts,complaint
Someone is tracking my online activities and monitoring my posts,complaint
They follow all my social media movements and comment negatively,complaint
A person is stalking me online and knows where I am,complaint
Someone is constantly checking my online status and messaging me threats,complaint
They're watching and recording my online activities without permission,complaint
My reputation is being destroyed through online false accusations,complaint
Someone started a hate campaign against me on social media,complaint
They're spreading rumors about me on all online platforms,complaint
A fake profile was created pretending to be me doing embarrassing things,complaint
My name is being dragged online with false stories and accusations,complaint
I'm being excluded from all online communities and chat groups,complaint
A group organized online to boycott and block me on social media,complaint
They started an online petition against me to harm my reputation,complaint
Someone created a hashtag to bully me online across all platforms,complaint
Thousands of people joined an online hate campaign targeting me,complaint
An entire online community is cyberbullying me at once,complaint
Multiple people coordinated online harassment against me,complaint
I'm being cyber-mobbed by a group from my school on social platforms,complaint
They organized an online attack on my social media profiles,complaint
A large group is cyberbullying me in an organized manner online,complaint
My personal information was leaked online by someone I trusted,complaint
They posted my home address online to threaten me,complaint
Someone shared my private messages online to embarrass me,complaint
They leaked my photos online without my permission,complaint
My personal details and secrets were exposed online publicly,complaint
Instagram users are commenting cruel things on every post I make,complaint
Facebook bullies created a group specifically to hurt me online,complaint
TikTok users are making mean videos targeting me specifically,complaint
Twitter is being used to cyberbully me with hateful posts,complaint
WhatsApp group members are constantly bullying me in messages,complaint
Online gamers are cyberbullying me on gaming platforms,complaint
I'm being harassed in online gaming communities,complaint
Discord users are targeting and bullying me online,complaint
Online forums are being used to mock and bully me,complaint
Someone is spreading false rumors about me in online communities,complaint
Someone is cyber-blackmailing me with my online photos,complaint
They threatened to post my private images online if I don't comply,complaint
I'm being coerced through online threats and harassment,complaint
Someone is using my online data to blackmail me,complaint
They're threatening to expose my online activities if I don't do what they want,complaint
I'm being bullied by anonymous accounts online,complaint
Someone created anonymous profiles to bully me continuously,complaint
Anonymous users are targeting me with hate messages online,complaint
An unknown person is cyberbullying me from anonymous accounts,complaint
I don't know who is bullying me but they're harassing me online constantly,complaint
My colleagues are cyberbullying me on work online platforms,complaint
Someone is spreading workplace rumors about me on social media,complaint
I'm being bullied by coworkers through online messaging,complaint
My boss is cyberbullying me through email and online messages,complaint
Professional peers are mocking me online on industry forums,complaint
My classmates are cyberbullying me on social media platforms,complaint
School friends created a group to bully me online,complaint
I'm being bullied online by people from my college,complaint
University students are cyberbullying me on online platforms,complaint
Peers from school are targeting me with mean messages online,complaint
A group of people started a coordinated campaign on Twitter to harass and insult me,complaint
Someone created a meme page using my face and making vulgar jokes,complaint
They created a Telegram group solely to share private screenshots and mock me,complaint
Classmates are mass-downvoting and posting hateful comments on all my YouTube videos,complaint
Someone made a Reddit thread spreading malicious rumors about my personal life,complaint
They leaked my private voice messages to school chat groups to humiliate me,complaint
"A hate page on Instagram was created with my name, tagging all my friends",complaint
People from my college are continuously sending cruel messages in group chats,complaint
They took a video of me crying and made it viral to mock my mental health,complaint
I am being brigaded and targeted by an online gaming community,complaint
Anonymous accounts keep posting nasty insulting polls about me on Instagram stories,complaint
They flooded my direct messages with coordinated abuse to intimidate me,complaint
Someone sends me abusive messages on WhatsApp daily,complaint
I am getting harassed through repeated emails,complaint
A person keeps messaging me with insults,complaint
Someone sends me threatening messages online,complaint
I am being harassed through Instagram DMs,complaint
A person keeps calling me with abusive language,complaint
I receive hate messages from multiple accounts,complaint
Someone keeps tagging me in abusive posts,complaint
I am getting harassed through Telegram,complaint
A person sends me harassing messages at odd hours,complaint
I receive repeated threats through SMS,complaint
Someone keeps commenting abusive things on my posts,complaint
I am being harassed through anonymous accounts,complaint
A person keeps forwarding my messages to embarrass me,complaint
I receive harassing messages despite blocking,complaint
Someone creates accounts to message me abusively,complaint
I am getting cyberbullied in group chats,complaint
A person keeps texting me with threats,complaint
I am being harassed through online gaming platforms,complaint
Someone keeps sending me abusive voice messages,complaint
Someone sends me abusive messages on WhatsApp daily (This is happening to me regularly),complaint
I am getting harassed through repeated emails (This is happening to me regularly),complaint
A person keeps messaging me with insults (This is happening to me regularly),complaint
Someone sends me threatening messages online (This is happening to me regularly),complaint
I am being harassed through Instagram DMs (This is happening to me regularly),complaint
A person keeps calling me with abusive language (This is happening to me regularly),complaint
I receive hate messages from multiple accounts (This is happening to me regularly),complaint
Someone keeps tagging me in abusive posts (This is happening to me regularly),complaint
I am getting harassed through Telegram (This is happening to me regularly),complaint
A person sends me harassing messages at odd hours (This is happening to me regularly),complaint
I receive repeated threats through SMS (This is happening to me regularly),complaint
Someone keeps commenting abusive things on my posts (This is happening to me regularly),complaint
I am being harassed through anonymous accounts (This is happening to me regularly),complaint
A person keeps forwarding my messages to embarrass me (This is happening to me regularly),complaint
I receive harassing messages despite blocking (This is happening to me regularly),complaint
Someone creates accounts to message me abusively (This is happening to me regularly),complaint
I am getting cyberbullied in group chats (This is happening to me regularly),complaint
A person keeps texting me with threats (This is happening to me regularly),complaint
I am being harassed through online gaming platforms (This is happening to me regularly),complaint
Someone keeps sending me abusive voice messages (This is happening to me regularly),complaint
Someone is harassing me on social media,complaint
I receive harassing messages online,complaint
Someone cyberbullies me constantly,complaint
I am harassed through online platforms,complaint
Someone posts mean comments about me,complaint
I receive abusive messages online,complaint
Someone creates fake accounts to harass me,complaint
I am trolled and harassed online,complaint
Someone shares my personal information to harass me,complaint
I face cyberbullying on Instagram/Facebook,complaint
Someone keeps creating new burner accounts to message me every time I block them,complaint
I receive dozens of abusive and intimidating emails every single day,complaint
A person is spamming my LinkedIn and work accounts with harassing messages,complaint
Someone is sending continuous unwanted calls and WhatsApp voice notes late at night,complaint
They are monitoring my online activity and immediately commenting on whatever I post,complaint
An unknown person is spamming my comments section with offensive threats,complaint
I am being continuously harassed by an anonymous stalker across all social media,complaint
Someone found my private mobile number and is sending vulgar messages repeatedly,complaint
They keep sending unwanted delivery orders and spam subscriptions to my email,complaint
A person is persistently sending unwanted sexual and romantic messages on Twitter,complaint
A person is persistently spamming my phone with threatening texts at 3 AM,complaint
An anonymous user is harassing me across all social media platforms daily,complaint
Someone keeps calling my WhatsApp number from unknown international numbers,complaint
A stalker sends dozens of unwanted abusive direct messages to my inbox every day,complaint
They are spamming my work email with continuous threatening messages,complaint
Someone created automated bots to flood my comments and direct messages with abuse,complaint
I am being continuously harassed by an anonymous account despite blocking five times,complaint
A person keeps sending persistent unwanted romantic and intimidating messages on LinkedIn,complaint
They signed my phone number up for hundreds of spam OTPs and harassment calls,complaint
Someone is persistently tracking and commenting on every single online move I make,complaint
An unknown individual is sending non-stop hostile voice notes to my private number,complaint
A stranger keeps sending harassing messages to my personal Telegram account,complaint
They are flooding my social media inbox with repetitive abusive messages,complaint
Someone is continuously sending unwanted harassing emails to my college id,complaint
A person is calling my cell phone fifty times a day to intimidate me,complaint
They are sending non-stop abusive chat requests on Discord,complaint
Someone created burner accounts specifically to send me harassing DMs every hour,complaint
I am receiving persistent intimidating direct messages on Twitter daily,complaint
A stranger is harassing me on Instagram with continuous unwanted calls,complaint
They are persistently sending harassing texts to my personal mobile number,complaint
Someone is spamming my inbox with hostile threatening chats,complaint
An anonymous caller leaves abusive voicemail messages on my phone every night,complaint
A person keeps harassing me through persistent messaging on Facebook Messenger,complaint
They won't stop sending abusive messages to my personal WhatsApp account,complaint
I am being relentlessly harassed online by an unknown stalker,complaint
a person is constantly stalking me and sending me messages online,complaint
someone is constantly messaging me and it feels like stalking,complaint
i think someone is tracking my location and monitoring me online,complaint
someone is tracking my phone and monitoring my location remotely,complaint
someone is monitoring my online activity and following me on all platforms,complaint
a person keeps sending me harassing messages on every platform i use,complaint
someone is following me online and sending me threatening messages,complaint
anonymous accounts are constantly sending me hostile and intimidating messages,complaint
they are sending me nasty and cruel messages on social media every day,complaint
Someone is insulting me on Instagram and posting my photos to humiliate me,complaint
Anonymous accounts keep sending me nasty comments on social media,complaint
People are saying false things about me on WhatsApp groups to harass me,complaint
someone is spreading lies about me online to harass and harm me,complaint
a person is telling lies about me and ruining my reputation online,complaint
Someone created morphed sexual videos of me,complaint
I am being sextorted - someone demands money for intimate photos,complaint
A person sent me non-consensual intimate images,complaint
Someone threatens to leak my intimate photos,complaint
I am being threatened with exposure of intimate content,complaint
A person demands sexual favors with threat of exposure,complaint
Someone created fake nude images of me,complaint
I am receiving unsolicited explicit videos,complaint
A person threatens to post my intimate videos,complaint
Someone demands intimate photos with threats,complaint
I am being blackmailed with intimate images,complaint
A person created and shared my deepfake porn,complaint
Someone sends unwanted explicit content to my family,complaint
I am being coerced for intimate content online,complaint
A person threatens my family with leaked intimate photos,complaint
Someone shares my intimate content in group chats,complaint
I am being harassed with AI-generated sexual content,complaint
A person demands money for not leaking intimate photos,complaint
Someone threatens my career with intimate content,complaint
I am being sexually exploited through online blackmail,complaint
Someone created morphed sexual videos of me (This is happening to me regularly),complaint
I am being sextorted - someone demands money for intimate photos (This is happening to me regularly),complaint
A person sent me non-consensual intimate images (This is happening to me regularly),complaint
Someone threatens to leak my intimate photos (This is happening to me regularly),complaint
I am being threatened with exposure of intimate content (This is happening to me regularly),complaint
A person demands sexual favors with threat of exposure (This is happening to me regularly),complaint
Someone created fake nude images of me (This is happening to me regularly),complaint
I am receiving unsolicited explicit videos (This is happening to me regularly),complaint
A person threatens to post my intimate videos (This is happening to me regularly),complaint
Someone demands intimate photos with threats (This is happening to me regularly),complaint
I am being blackmailed with intimate images (This is happening to me regularly),complaint
A person created and shared my deepfake porn (This is happening to me regularly),complaint
Someone sends unwanted explicit content to my family (This is happening to me regularly),complaint
I am being coerced for intimate content online (This is happening to me regularly),complaint
A person threatens my family with leaked intimate photos (This is happening to me regularly),complaint
Someone shares my intimate content in group chats (This is happening to me regularly),complaint
I am being harassed with AI-generated sexual content (This is happening to me regularly),complaint
A person demands money for not leaking intimate photos (This is happening to me regularly),complaint
Someone threatens my career with intimate content (This is happening to me regularly),complaint
I am being sexually exploited through online blackmail (This is happening to me regularly),complaint
Someone sent me sexual messages online,complaint
My intimate photos were shared without consent,complaint
I'm being sexually harassed online,complaint
Someone is blackmailing me with intimate photos,complaint
I am being sexually exploited online,complaint
Someone sent me unwanted sexual content,complaint
My naked photos were leaked,complaint
Someone solicits sexual content from me online,complaint
I am being groomed online,complaint
Someone made sexual deepfakes of me,complaint
My intimate video was shared without permission,complaint
Someone created deepfake explicit nude photos using my Instagram selfies,complaint
My ex uploaded our private intimate bedroom videos to an adult website,complaint
A stranger sent me unsolicited photos of their genitals on Instagram DMs,complaint
Someone installed spyware on my phone and is recording me through the camera,complaint
Hidden camera footage of me in a changing room was circulated on Telegram,complaint
Someone created a fake pornography profile using my name and college details,complaint
They are selling access to my leaked private photos on private chat channels,complaint
A video call was secretly screen-recorded and used for sexual extortion,complaint
Someone flashed themselves to me during an online Zoom lecture,complaint
My private photos were hacked from cloud storage and shared on adult forums,complaint
he took my private photos without my permission,complaint
he is sending nude pics to me,complaint
he send inapproriate photos to me,complaint
he send inappropriate photos to me,complaint
he sent inappropriate photos to me,complaint
he sends inappropriate pictures to me,complaint
someone is sending inappropriate photos to me,complaint
someone sends me unsolicited and inappropriate pictures,complaint
a guy is sending unwanted photos to me,complaint
a guy is sending nude pictures to me,complaint
someone sends me unsolicited nude photos,complaint
a guy I met online sent me a dick pic,complaint
a guy I met online sent me nude pic of himself,complaint
a guy i met online sent me nude photos,complaint
a girl i met online sent me nude photos,complaint
my ex leaked my private photos,complaint
a stranger took my photo without my permission,complaint
someone took pictures of me without my consent,complaint
Someone spread false rumors about me ruining my reputation,complaint
A person posted lies about me on social media,complaint
Someone made false accusations to damage me,complaint
I am being defamed through false posts,complaint
A person spread fake stories about my character,complaint
Someone violated my privacy by sharing personal info,complaint
I found my private messages shared publicly,complaint
A person committed fraud in my name,complaint
Someone created a fake resume pretending to be me,complaint
I am accused of cheating with someone else work,complaint
A person defames me with false allegations,complaint
Someone leaked my confidential information,complaint
I am suffering financial fraud in my name,complaint
A person spread false rumors about my family,complaint
Someone violated my privacy with hidden recordings,complaint
I found false information spread about my sexuality,complaint
A person committed identity fraud using my details,complaint
Someone spread lies about my academic performance,complaint
I am being defamed with fabricated stories,complaint
A person violated my privacy through surveillance,complaint
Someone spread false rumors about me ruining my reputation (This is happening to me regularly),complaint
A person posted lies about me on social media (This is happening to me regularly),complaint
Someone made false accusations to damage me (This is happening to me regularly),complaint
I am being defamed through false posts (This is happening to me regularly),complaint
A person spread fake stories about my character (This is happening to me regularly),complaint
Someone violated my privacy by sharing personal info (This is happening to me regularly),complaint
I found my private messages shared publicly (This is happening to me regularly),complaint
A person committed fraud in my name (This is happening to me regularly),complaint
Someone created a fake resume pretending to be me (This is happening to me regularly),complaint
I am accused of cheating with someone else work (This is happening to me regularly),complaint
A person defames me with false allegations (This is happening to me regularly),complaint
Someone leaked my confidential information (This is happening to me regularly),complaint
I am suffering financial fraud in my name (This is happening to me regularly),complaint
A person spread false rumors about my family (This is happening to me regularly),complaint
Someone violated my privacy with hidden recordings (This is happening to me regularly),complaint
I found false information spread about my sexuality (This is happening to me regularly),complaint
A person committed identity fraud using my details (This is happening to me regularly),complaint
Someone spread lies about my academic performance (This is happening to me regularly),complaint
I am being defamed with fabricated stories (This is happening to me regularly),complaint
A person violated my privacy through surveillance (This is happening to me regularly),complaint
Someone is spreading false rumors about me,complaint
My reputation is being damaged with lies,complaint
Someone defames me publicly,complaint
My private information is being shared,complaint
Someone defrauded me,complaint
False information about me is spread,complaint
My privacy is violated,complaint
Someone makes false accusations against me,complaint
My personal details are misused,complaint
Someone pasted posters in my neighborhood claiming I am a thief and criminal,complaint
A person published a blog post with completely fabricated allegations about me,complaint
They leaked my confidential medical history and psychiatric records online,complaint
Someone created a fake Facebook post claiming I committed fraud and scamming,complaint
A rival student spread false rumors to the placement cell that I cheated in exams,complaint
They recorded my private phone call without consent and shared an edited snippet,complaint
Someone circulated a fake newspaper clipping accusing my family of financial crimes,complaint
A person gave false statements to local reporters to damage my professional career,complaint
They accessed my bank statements illegally and shared my financial info publicly,complaint
Someone sent anonymous malicious letters to my company HR to get me fired,complaint
my classmate took my photos without my permission,complaint
he defamed me in instagram,complaint
someone defamed me on social media,complaint
they posted defamatory claims about me on instagram,complaint
he is defaming my character in whatsapp groups,complaint
someone defamed my reputation by posting lies on twitter,complaint
they circulated false defamatory statements about me online,complaint
someone published defamatory rumors about me on facebook,complaint
he made defamatory allegations against me publicly,complaint
a person is telling lies about me and ruining my name and reputation on facebook,complaint
someone is spreading false rumors about me on social media to ruin my reputation,complaint
they are telling lies about me online and damaging my image,complaint
a person is telling lies and ruining my reputation on instagram,complaint
